"","time","uid","geoid","sim_num","comp","incidI","hosp_curr","icu_curr","vent_curr","incidH","incidICU","incidVent","incidD","date_inds","sim_num_good","geo_ind"
"1",2020-02-02,"6037-7","6037","7","diffI",1,0,0,0,0,0,0,0,1,1,19
"2",2020-02-03,"6037-7","6037","7","diffI",2,0,0,0,0,0,0,0,2,1,19
"3",2020-02-04,"6037-7","6037","7","diffI",2,0,0,0,0,0,0,0,3,1,19
"4",2020-02-04,"6075-7","6075","7","diffI",1,0,0,0,0,0,0,0,3,1,38
"5",2020-02-04,"6081-7","6081","7","diffI",1,0,0,0,0,0,0,0,3,1,41
"6",2020-02-05,"6037-7","6037","7","diffI",1,0,0,0,0,0,0,0,4,1,19
"7",2020-02-05,"6059-7","6059","7","diffI",2,0,0,0,0,0,0,0,4,1,30
"8",2020-02-05,"6065-7","6065","7","diffI",1,0,0,0,0,0,0,0,4,1,33
"9",2020-02-06,"6037-7","6037","7","diffI",4,0,0,0,0,0,0,0,5,1,19
"10",2020-02-06,"6059-7","6059","7","diffI",1,0,0,0,0,0,0,0,5,1,30
"11",2020-02-06,"6075-7","6075","7","diffI",1,0,0,0,0,0,0,0,5,1,38
"12",2020-02-07,"6037-7","6037","7","diffI",3,0,0,0,0,0,0,0,6,1,19
"13",2020-02-07,"6059-7","6059","7","diffI",2,0,0,0,0,0,0,0,6,1,30
"14",2020-02-07,"6065-7","6065","7","diffI",1,0,0,0,0,0,0,0,6,1,33
"15",2020-02-07,"6081-7","6081","7","diffI",1,0,0,0,0,0,0,0,6,1,41
"16",2020-02-07,"6097-7","6097","7","diffI",1,0,0,0,0,0,0,0,6,1,49
"17",2020-02-08,"6001-7","6001","7","diffI",1,0,0,0,0,0,0,0,7,1,1
"18",2020-02-08,"6037-7","6037","7","diffI",3,1,0,0,1,0,0,0,7,1,19
"19",2020-02-08,"6059-7","6059","7","diffI",3,0,0,0,0,0,0,0,7,1,30
"20",2020-02-08,"6085-7","6085","7","diffI",1,0,0,0,0,0,0,0,7,1,43
"21",2020-02-09,"6037-7","6037","7","diffI",9,1,0,0,0,0,0,0,8,1,19
"22",2020-02-09,"6065-7","6065","7","diffI",1,0,0,0,0,0,0,0,8,1,33
"23",2020-02-09,"6081-7","6081","7","diffI",1,0,0,0,0,0,0,0,8,1,41
"24",2020-02-10,"6001-7","6001","7","diffI",1,0,0,0,0,0,0,0,9,1,1
"25",2020-02-10,"6037-7","6037","7","diffI",1,1,0,0,0,0,0,0,9,1,19
"26",2020-02-10,"6071-7","6071","7","diffI",1,0,0,0,0,0,0,0,9,1,36
"27",2020-02-10,"6075-7","6075","7","diffI",1,0,0,0,0,0,0,0,9,1,38
"28",2020-02-10,"6081-7","6081","7","diffI",1,0,0,0,0,0,0,0,9,1,41
"29",2020-02-11,"6037-7","6037","7","diffI",6,1,0,0,0,0,0,0,10,1,19
"30",2020-02-11,"6085-7","6085","7","diffI",1,0,0,0,0,0,0,0,10,1,43
"31",2020-02-11,"6111-7","6111","7","diffI",1,0,0,0,0,0,0,0,10,1,56
"32",2020-02-12,"6037-7","6037","7","diffI",7,1,0,0,0,0,0,0,11,1,19
"33",2020-02-12,"6059-7","6059","7","diffI",1,1,0,0,1,0,0,0,11,1,30
"34",2020-02-12,"6065-7","6065","7","diffI",2,0,0,0,0,0,0,0,11,1,33
"35",2020-02-12,"6071-7","6071","7","diffI",1,0,0,0,0,0,0,0,11,1,36
"36",2020-02-12,"6073-7","6073","7","diffI",1,0,0,0,0,0,0,0,11,1,37
"37",2020-02-12,"6075-7","6075","7","diffI",2,0,0,0,0,0,0,0,11,1,38
"38",2020-02-12,"6085-7","6085","7","diffI",1,0,0,0,0,0,0,0,11,1,43
"39",2020-02-13,"6001-7","6001","7","diffI",1,0,0,0,0,0,0,0,12,1,1
"40",2020-02-13,"6013-7","6013","7","diffI",2,0,0,0,0,0,0,0,12,1,7
"41",2020-02-13,"6037-7","6037","7","diffI",13,2,0,0,1,0,0,0,12,1,19
"42",2020-02-13,"6059-7","6059","7","diffI",1,1,0,0,0,0,0,0,12,1,30
"43",2020-02-13,"6065-7","6065","7","diffI",1,0,0,0,0,0,0,0,12,1,33
"44",2020-02-13,"6071-7","6071","7","diffI",2,0,0,0,0,0,0,0,12,1,36
"45",2020-02-13,"6075-7","6075","7","diffI",1,0,0,0,0,0,0,0,12,1,38
"46",2020-02-14,"6037-7","6037","7","diffI",7,2,0,0,0,0,0,0,13,1,19
"47",2020-02-14,"6073-7","6073","7","diffI",1,0,0,0,0,0,0,0,13,1,37
"48",2020-02-14,"6075-7","6075","7","diffI",1,0,0,0,0,0,0,0,13,1,38
"49",2020-02-14,"6077-7","6077","7","diffI",1,0,0,0,0,0,0,0,13,1,39
"50",2020-02-14,"6085-7","6085","7","diffI",1,0,0,0,0,0,0,0,13,1,43
