"","time","uid","geoid","sim_num","comp","incidI","hosp_curr","icu_curr","vent_curr","incidH","incidICU","incidVent","incidD","date_inds","sim_num_good","geo_ind"
"1",2020-02-01,"6059-9","6059","9","diffI",1,0,0,0,0,0,0,0,1,1,30
"2",2020-02-01,"6085-9","6085","9","diffI",1,0,0,0,0,0,0,0,1,1,43
"3",2020-02-02,"6037-9","6037","9","diffI",1,0,0,0,0,0,0,0,2,1,19
"4",2020-02-03,"6001-9","6001","9","diffI",1,0,0,0,0,0,0,0,3,1,1
"5",2020-02-03,"6037-9","6037","9","diffI",2,0,0,0,0,0,0,0,3,1,19
"6",2020-02-03,"6059-9","6059","9","diffI",1,0,0,0,0,0,0,0,3,1,30
"7",2020-02-04,"6037-9","6037","9","diffI",3,0,0,0,0,0,0,0,4,1,19
"8",2020-02-04,"6059-9","6059","9","diffI",2,0,0,0,0,0,0,0,4,1,30
"9",2020-02-05,"6037-9","6037","9","diffI",2,0,0,0,0,0,0,0,5,1,19
"10",2020-02-05,"6065-9","6065","9","diffI",1,0,0,0,0,0,0,0,5,1,33
"11",2020-02-05,"6111-9","6111","9","diffI",1,0,0,0,0,0,0,0,5,1,56
"12",2020-02-06,"6037-9","6037","9","diffI",2,0,0,0,0,0,0,0,6,1,19
"13",2020-02-07,"6001-9","6001","9","diffI",1,0,0,0,0,0,0,0,7,1,1
"14",2020-02-07,"6037-9","6037","9","diffI",4,0,0,0,0,0,0,0,7,1,19
"15",2020-02-07,"6059-9","6059","9","diffI",1,0,0,0,0,0,0,0,7,1,30
"16",2020-02-07,"6065-9","6065","9","diffI",1,0,0,0,0,0,0,0,7,1,33
"17",2020-02-07,"6071-9","6071","9","diffI",1,0,0,0,0,0,0,0,7,1,36
"18",2020-02-07,"6111-9","6111","9","diffI",1,0,0,0,0,0,0,0,7,1,56
"19",2020-02-08,"6037-9","6037","9","diffI",3,0,0,0,0,0,0,0,8,1,19
"20",2020-02-08,"6059-9","6059","9","diffI",1,0,0,0,0,0,0,0,8,1,30
"21",2020-02-08,"6111-9","6111","9","diffI",1,0,0,0,0,0,0,0,8,1,56
"22",2020-02-09,"6001-9","6001","9","diffI",1,0,0,0,0,0,0,0,9,1,1
"23",2020-02-09,"6037-9","6037","9","diffI",1,1,0,0,1,0,0,0,9,1,19
"24",2020-02-09,"6065-9","6065","9","diffI",2,0,0,0,0,0,0,0,9,1,33
"25",2020-02-09,"6071-9","6071","9","diffI",1,0,0,0,0,0,0,0,9,1,36
"26",2020-02-09,"6111-9","6111","9","diffI",1,0,0,0,0,0,0,0,9,1,56
"27",2020-02-10,"6037-9","6037","9","diffI",2,2,0,0,1,0,0,0,10,1,19
"28",2020-02-10,"6059-9","6059","9","diffI",1,0,0,0,0,0,0,0,10,1,30
"29",2020-02-10,"6065-9","6065","9","diffI",1,0,0,0,0,0,0,0,10,1,33
"30",2020-02-10,"6071-9","6071","9","diffI",1,0,0,0,0,0,0,0,10,1,36
"31",2020-02-11,"6001-9","6001","9","diffI",1,0,0,0,0,0,0,0,11,1,1
"32",2020-02-11,"6037-9","6037","9","diffI",6,2,0,0,0,0,0,0,11,1,19
"33",2020-02-11,"6059-9","6059","9","diffI",2,0,0,0,0,0,0,0,11,1,30
"34",2020-02-11,"6065-9","6065","9","diffI",2,0,0,0,0,0,0,0,11,1,33
"35",2020-02-11,"6071-9","6071","9","diffI",2,0,0,0,0,0,0,0,11,1,36
"36",2020-02-11,"6111-9","6111","9","diffI",1,0,0,0,0,0,0,0,11,1,56
"37",2020-02-12,"6001-9","6001","9","diffI",1,0,0,0,0,0,0,0,12,1,1
"38",2020-02-12,"6037-9","6037","9","diffI",2,2,0,0,0,0,0,0,12,1,19
"39",2020-02-12,"6059-9","6059","9","diffI",3,0,0,0,0,0,0,0,12,1,30
